State,County,Total Population of Children <72 Months of Age,Number of Children Tested <72 Months of Age,Number of Children with Confirmed BLLs ³5 µg/dL,Percent of Children with Confirmed BLLs ³5 µg/dL,Number of Children with Confirmed BLLs ³10 µg/dL,Percent of Children with Confirmed BLLs ³10 µg/dL,Number of Children with Confirmed BLLs 5-9 µg/dL,Number of Children with Confirmed BLLs 10-14 µg/dL,Number of Children with Confirmed BLLs 15-19 µg/dL,Number of Children with Confirmed BLLs 20-24 µg/dL,Number of Children with Confirmed BLLs 25-44 µg/dL,Number of Children with Confirmed BLLs ³45 µg/dL
NV,Washoe,32861,359,SD,SD,SD,SD,SD,SD,0,0,0,0
NV,White Pine,600,15,0,0.00%,0,0.00%,0,0,0,0,0,0
NV,Carson City (city),3785,190,SD,SD,SD,SD,0,SD,0,0,0,0
NV,Unknown,0,SD,0,0.00%,0,0.00%,0,0,0,0,0,0
NH,Belknap,3146,395,8,2.00%,0,0.00%,8,0,0,0,0,0
NH,Carroll,2131,203,SD,SD,0,0.00%,SD,0,0,0,0,0
NH,Cheshire,4161,492,9,1.80%,SD,SD,8,0,0,0,SD,0
NH,Coos,1529,169,SD,SD,SD,SD,SD,SD,SD,SD,0,0
NH,Grafton,4265,495,7,1.40%,SD,SD,SD,SD,SD,0,0,0
NH,Hillsborough,26101,4185,113,2.70%,21,0.50%,92,14,SD,SD,SD,0
NH,Merrimack,8514,1061,16,1.50%,SD,SD,11,SD,0,SD,0,0
NH,Rockingham,17242,2172,11,0.50%,SD,SD,9,SD,0,0,0,0
NH,Strafford,7065,720,20,2.80%,SD,SD,16,SD,SD,SD,0,0
NH,Sullivan,2375,335,9,2.70%,SD,SD,7,SD,0,0,SD,0
NH,Unknown,0,6094,109,1.80%,39,0.60%,70,19,7,SD,6,SD
NJ,Atlantic,16873,1173,24,2.00%,10,0.90%,14,8,SD,SD,0,0
NJ,Bergen,58763,3508,51,1.50%,11,0.30%,40,8,SD,0,0,0
NJ,Burlington,27540,1264,12,0.90%,SD,SD,9,SD,0,SD,SD,0
NJ,Camden,37087,1515,25,1.70%,SD,SD,20,SD,0,SD,0,0
NJ,Cape May,4971,228,SD,SD,SD,SD,SD,SD,0,0,SD,0
NJ,Cumberland,11243,784,42,5.40%,12,1.50%,30,7,SD,SD,0,0
NJ,Essex,63279,6887,314,4.60%,70,1.00%,244,43,11,9,7,0
NJ,Gloucester,18194,607,9,1.50%,SD,SD,6,0,0,SD,SD,0
NJ,Hudson,54059,4270,100,2.30%,27,0.60%,73,15,6,SD,SD,0
NJ,Hunterdon,6446,572,7,1.20%,0,0.00%,7,0,0,0,0,0
NJ,Mercer,24774,1687,85,5.00%,14,0.80%,71,10,SD,0,SD,0
NJ,Middlesex,56185,4431,85,1.90%,22,0.50%,63,13,7,SD,SD,0
NJ,Monmouth,37236,1731,27,1.60%,10,0.60%,17,6,SD,SD,SD,0
NJ,Morris,29536,1877,31,1.70%,12,0.60%,19,7,SD,SD,SD,0
NJ,Ocean,53190,2930,17,0.60%,SD,SD,14,SD,SD,0,0,0
NJ,Passaic,39734,3783,135,3.60%,27,0.70%,108,15,SD,SD,SD,SD
NJ,Salem,4050,206,14,6.80%,SD,SD,9,SD,SD,0,0,0
NJ,Somerset,20321,1219,15,1.20%,SD,SD,10,SD,SD,0,0,0
NJ,Sussex,7752,362,SD,SD,0,0.00%,SD,0,0,0,0,0
NJ,Union,42278,3575,116,3.20%,32,0.90%,84,16,SD,SD,8,0
NJ,Warren,5990,303,7,2.30%,SD,SD,6,0,SD,0,0,0
NJ,Unknown,0,205,6,2.90%,SD,SD,SD,SD,SD,SD,0,0
NY,Albany,17940,3779,168,4.40%,58,1.50%,110,32,11,8,SD,SD
NY,Allegany,2921,678,32,4.70%,7,1.00%,25,SD,SD,0,SD,SD
NY,Bronx,117441,46565,413,0.90%,0,0.00%,413,0,0,0,0,0
NY,Broome,11605,2087,55,2.60%,13,0.60%,42,6,SD,SD,SD,SD
NY,Cattaraugus,5196,1190,85,7.10%,26,2.20%,59,21,SD,0,SD,0
NY,Cayuga,4467,1012,50,4.90%,20,2.00%,30,14,SD,SD,SD,0
NY,Chautauqua,8153,1733,124,7.20%,45,2.60%,79,26,9,8,SD,SD
NY,Chemung,5429,970,29,3.00%,16,1.60%,13,9,SD,SD,SD,SD
NY,Chenango,2938,685,40,5.80%,10,1.50%,30,7,SD,0,SD,0
NY,Clinton,4563,880,10,1.10%,SD,SD,SD,SD,SD,0,SD,0
NY,Columbia,2909,651,30,4.60%,8,1.20%,22,SD,SD,SD,SD,0
NY,Cortland,2852,460,25,5.40%,SD,SD,21,SD,0,0,0,0
NY,Delaware,2141,619,41,6.60%,15,2.40%,26,9,SD,SD,SD,0
NY,Dutchess,16198,4390,76,1.70%,22,0.50%,54,11,6,0,SD,0
NY,Erie,60103,16006,809,5.10%,299,1.90%,510,156,64,36,37,6
NY,Essex,1751,297,SD,SD,0,0.00%,SD,0,0,0,0,0
NY,Franklin,2890,491,8,1.60%,SD,SD,6,SD,0,0,0,0
NY,Fulton,3171,798,81,10.20%,21,2.60%,60,9,7,SD,SD,0
NY,Genesee,3591,689,16,2.30%,SD,SD,13,0,SD,SD,0,0
NY,Greene,2449,569,18,3.20%,6,1.10%,12,SD,SD,0,0,0
NY,Hamilton,154,38,SD,SD,0,0.00%,SD,0,0,0,0,0
NY,Herkimer,3720,845,70,8.30%,18,2.10%,52,12,SD,SD,SD,0
NY,Jefferson,9642,2151,57,2.60%,8,0.40%,49,SD,SD,SD,0,0
NY,Kings,212755,81877,811,1.00%,0,0.00%,811,0,0,0,0,0
NY,Lewis,1956,415,24,5.80%,6,1.40%,18,6,0,0,0,0
NY,Livingston,3177,732,23,3.10%,SD,SD,18,SD,SD,0,0,0
NY,Madison,4095,778,26,3.30%,7,0.90%,19,SD,SD,SD,SD,0
NY,Monroe,48316,10733,257,2.40%,88,0.80%,169,41,19,10,17,SD
NY,Montgomery,3731,806,70,8.70%,20,2.50%,50,10,SD,SD,SD,0
NY,Nassau,89077,29431,146,0.50%,36,0.10%,110,24,6,SD,SD,0
NY,New York,87726,27025,128,0.50%,0,0.00%,128,0,0,0,0,0
NY,Niagara,13073,3070,75,2.40%,32,1.00%,43,14,11,6,0,SD
NY,Oneida,15211,3509,294,8.40%,85,2.40%,209,42,17,8,14,SD
NY,Onondaga,31453,7989,368,4.60%,100,1.30%,268,65,16,10,6,SD
NY,Ontario,6446,1370,31,2.30%,15,1.10%,16,8,SD,SD,SD,0
NY,Orange,31335,6055,103,1.70%,37,0.60%,66,23,SD,7,SD,0
NY,Orleans,2333,461,25,5.40%,10,2.20%,15,7,SD,SD,0,SD
NY,Oswego,7582,1702,32,1.90%,9,0.50%,23,SD,SD,SD,SD,0
NY,Otsego,2923,754,35,4.60%,7,0.90%,28,SD,SD,SD,0,0
NY,Putnam,5459,1470,11,0.70%,SD,SD,7,SD,SD,SD,0,0
NY,Queens,158990,69825,607,0.90%,0,0.00%,607,0,0,0,0,0
NY,Rensselaer,9606,1844,92,5.00%,22,1.20%,70,11,7,SD,SD,SD
NY,Richmond,32549,12563,83,0.70%,0,0.00%,83,0,0,0,0,0
NY,Rockland,32812,8503,60,0.70%,20,0.20%,40,13,SD,SD,SD,SD
NY,St. Lawrence,6541,1201,58,4.80%,11,0.90%,47,8,SD,SD,SD,0
NY,Saratoga,13499,3125,30,1.00%,10,0.30%,20,9,0,0,SD,0
NY,Schenectady,11128,2222,76,3.40%,24,1.10%,52,11,8,SD,SD,0
NY,Schoharie,1628,347,16,4.60%,8,2.30%,8,SD,SD,SD,0,0
NY,Schuyler,1058,201,8,4.00%,SD,SD,SD,SD,SD,0,0,0
NY,Seneca,2183,329,8,2.40%,SD,SD,6,0,SD,SD,0,0
NY,Steuben,6329,1478,24,1.60%,SD,SD,19,SD,0,0,SD,0
NY,Suffolk,95114,24378,95,0.40%,24,0.10%,71,16,SD,SD,SD,SD
NY,Sullivan,5455,1107,18,1.60%,SD,SD,14,SD,SD,SD,0,0
NY,Tioga,2821,596,13,2.20%,SD,SD,12,SD,0,0,0,0
NY,Tompkins,4510,937,15,1.60%,6,0.60%,9,SD,0,0,SD,0
NY,Ulster,9371,2272,67,2.90%,21,0.90%,46,15,SD,0,SD,0
NY,Warren,3369,814,21,2.60%,9,1.10%,12,8,SD,0,0,0
NY,Washington,3391,713,53,7.40%,12,1.70%,41,SD,SD,SD,SD,0
NY,Wayne,5933,1256,27,2.10%,14,1.10%,13,10,SD,SD,0,0
NY,Westchester,63697,19920,269,1.40%,74,0.40%,195,42,13,12,6,SD
NY,Wyoming,2215,501,24,4.80%,7,1.40%,17,SD,SD,0,SD,0
NY,Yates,1882,274,17,6.20%,7,2.60%,10,SD,SD,SD,SD,0
NY,Unknown,0,521,7,1.30%,SD,SD,SD,SD,0,SD,0,0
NC,Alamance,11952,2078,13,0.60%,SD,SD,8,SD,SD,0,0,SD
NC,Alexander,2233,472,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Alleghany,595,108,SD,SD,SD,SD,0,0,SD,0,0,0
NC,Anson,1558,240,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Ashe,1272,283,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Avery,832,150,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Beaufort,2695,650,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Bertie,979,240,SD,SD,SD,SD,SD,SD,SD,SD,0,0
NC,Bladen,2011,420,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Brunswick,6620,1110,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Buncombe,15118,2645,9,0.30%,SD,SD,SD,SD,SD,SD,SD,0
NC,Burke,5190,1027,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Cabarrus,16820,2442,13,0.50%,SD,SD,9,SD,SD,0,0,0
NC,Caldwell,5090,1107,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Camden,675,119,SD,SD,SD,SD,0,0,SD,0,0,0
NC,Carteret,3269,446,SD,SD,SD,SD,0,SD,0,0,0,0
NC,Caswell,1340,228,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Catawba,10729,2116,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Chatham,4252,643,SD,SD,SD,SD,SD,SD,0,SD,0,0
NC,Cherokee,1420,110,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Chowan,816,115,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Clay,586,61,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Cleveland,6919,863,SD,SD,SD,SD,SD,SD,SD,0,SD,0
NC,Columbus,3449,653,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Craven,7484,1925,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Cumberland,29994,4667,14,0.30%,SD,SD,13,0,0,SD,0,0
NC,Currituck,1931,196,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Dare,1951,327,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Davidson,11095,2523,13,0.50%,SD,SD,10,SD,0,0,0,0
NC,Davie,2597,528,SD,SD,SD,SD,SD,0,0,0,SD,0
NC,Duplin,4334,801,SD,SD,SD,SD,SD,0,SD,0,0,0
NC,Durham,23904,4238,12,0.30%,0,0.00%,12,0,0,0,0,0
NC,Edgecombe,3508,810,8,1.00%,SD,SD,SD,0,SD,SD,SD,0
NC,Forsyth,26873,5744,31,0.50%,15,0.30%,16,11,SD,0,SD,0
NC,Franklin,4798,951,8,0.80%,SD,SD,SD,SD,SD,0,0,0
NC,Gaston,15964,2173,7,0.30%,0,0.00%,7,0,0,0,0,0
NC,Gates,634,94,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Graham,506,76,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Granville,3744,597,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Greene,1300,326,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Guilford,37566,8048,18,0.20%,6,0.10%,12,SD,SD,SD,0,0
NC,Halifax,3278,719,6,0.80%,6,0.80%,0,SD,SD,0,0,SD
NC,Harnett,11779,2007,12,0.60%,SD,SD,9,SD,SD,0,0,0
NC,Haywood,3554,545,SD,SD,SD,SD,0,SD,0,0,SD,0
NC,Henderson,6759,1096,SD,SD,SD,SD,0,0,0,0,SD,0
NC,Hertford,1221,265,SD,SD,SD,SD,0,0,0,0,SD,0
NC,Hoke,5383,909,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Hyde,204,31,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Iredell,12247,1992,9,0.50%,SD,SD,6,0,SD,SD,SD,0
NC,Jackson,2319,288,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Johnston,16263,2884,11,0.40%,SD,SD,9,0,SD,0,0,0
NC,Jones,534,132,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Lee,4748,1103,7,0.60%,SD,SD,SD,SD,0,0,0,SD
NC,Lenoir,3764,988,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Lincoln,5427,747,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,McDowell,2695,452,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Macon,2033,234,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Madison,1191,173,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Martin,1456,341,SD,SD,SD,SD,0,0,SD,0,0,0
NC,Mecklenburg,87931,10341,59,0.60%,18,0.20%,41,11,SD,SD,SD,SD
NC,Mitchell,844,107,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Montgomery,1736,391,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Moore,7359,1359,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Nash,6386,1700,9,0.50%,SD,SD,6,SD,SD,0,0,0
NC,New Hanover,13157,2321,10,0.40%,SD,SD,8,SD,SD,0,0,0
NC,Northampton,1092,215,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Onslow,19590,3230,12,0.40%,SD,SD,9,SD,0,0,0,0
NC,Orange,7666,1157,SD,SD,SD,SD,SD,0,0,0,SD,0
NC,Pamlico,550,136,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Pasquotank,2899,749,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Pender,4339,708,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Perquimans,747,161,SD,SD,SD,SD,SD,0,SD,0,SD,0
NC,Person,2518,418,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Pitt,12325,2549,8,0.30%,SD,SD,6,SD,0,0,0,0
NC,Polk,940,112,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Randolph,9730,2304,8,0.30%,SD,SD,7,0,0,0,SD,0
NC,Richmond,3271,545,6,1.10%,SD,SD,SD,SD,SD,0,0,0
NC,Robeson,10231,2750,9,0.30%,SD,SD,7,0,SD,SD,0,0
NC,Rockingham,5588,696,8,1.10%,SD,SD,6,0,SD,SD,0,0
NC,Rowan,9902,1771,8,0.50%,SD,SD,7,0,0,SD,0,0
NC,Rutherford,4092,414,SD,SD,SD,SD,SD,SD,0,SD,0,0
NC,Sampson,4970,1100,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Scotland,2757,402,SD,SD,SD,SD,0,SD,0,0,0,0
NC,Stanly,4319,886,SD,SD,SD,SD,SD,0,SD,0,0,0
NC,Stokes,2531,481,SD,SD,SD,SD,0,SD,0,0,0,0
NC,Surry,4625,676,6,0.90%,SD,SD,SD,SD,0,SD,0,0
NC,Swain,1026,181,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Transylvania,1607,320,0,0.00%,0,0.00%,0,0,0,0,0,0
NC,Tyrrell,220,46,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Union,16630,2165,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Vance,3369,490,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Wake,81340,12137,39,0.30%,12,0.10%,27,7,SD,0,SD,0
NC,Warren,1004,183,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Washington,721,137,SD,SD,0,0.00%,SD,0,0,0,0,0
NC,Watauga,2108,478,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Wayne,9749,2254,9,0.40%,SD,SD,SD,SD,0,0,SD,0
NC,Wilkes,4112,765,SD,SD,SD,SD,0,SD,0,SD,SD,0
NC,Wilson,5865,1413,15,1.10%,6,0.40%,9,SD,SD,0,0,0
NC,Yadkin,2392,468,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Yancey,1049,189,SD,SD,SD,SD,SD,SD,0,0,0,0
NC,Unknown,0,41,16,39.00%,8,19.50%,8,SD,SD,0,SD,0
OK,Adair,1921,208,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Alfalfa,331,16,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Atoka,998,113,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Beaver,361,18,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Beckham,1753,99,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Blaine,765,35,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Bryan,3806,470,6,1.30%,0,0.00%,6,0,0,0,0,0
OK,Caddo,2261,215,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Canadian,12328,1191,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Carter,4035,410,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Cherokee,3362,577,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Choctaw,1210,159,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Cimarron,172,10,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Cleveland,17885,1859,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Coal,471,42,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Comanche,9840,730,6,0.80%,0,0.00%,6,0,0,0,0,0
OK,Cotton,376,16,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Craig,945,51,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Creek,5181,474,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Custer,2334,130,SD,SD,SD,SD,SD,0,SD,SD,0,0
OK,Delaware,2592,232,SD,SD,SD,SD,SD,SD,0,SD,0,0
OK,Dewey,367,26,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Ellis,250,14,SD,SD,SD,SD,0,SD,0,0,0,0
OK,Garfield,5167,86,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Garvin,2124,150,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Grady,3693,409,SD,SD,SD,SD,SD,SD,0,0,SD,0
OK,Grant,316,13,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Greer,341,26,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Harmon,183,22,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Harper,247,14,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Haskell,849,99,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Hughes,958,92,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Jackson,2135,348,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Jefferson,432,22,SD,SD,SD,SD,0,0,SD,0,0,0
OK,Johnston,768,67,SD,SD,SD,SD,0,SD,0,0,0,0
OK,Kay,3288,623,14,2.20%,SD,SD,11,SD,0,0,SD,0
OK,Kingfisher,1228,58,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Kiowa,729,54,SD,SD,SD,SD,SD,0,SD,0,0,0
OK,Latimer,763,67,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Le Flore,3707,309,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Lincoln,2373,228,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Logan,3315,355,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Love,806,72,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,McClain,2921,284,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,McCurtain,2701,424,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,McIntosh,1187,134,SD,SD,SD,SD,0,0,SD,0,0,0
OK,Major,614,27,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Marshall,1214,126,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Mayes,2869,243,SD,SD,SD,SD,0,SD,0,0,0,0
OK,Murray,999,74,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Muskogee,5214,575,9,1.60%,SD,SD,7,SD,0,0,SD,0
OK,Noble,768,95,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Nowata,771,63,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Okfuskee,816,89,SD,SD,SD,SD,SD,0,SD,0,0,0
OK,Oklahoma,68681,6733,39,0.60%,11,0.20%,28,7,SD,0,SD,0
OK,Okmulgee,2695,314,SD,SD,SD,SD,SD,0,SD,0,SD,0
OK,Osage,2822,325,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Ottawa,2454,215,SD,SD,SD,SD,SD,SD,SD,0,0,0
OK,Pawnee,1161,119,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Payne,4872,636,6,0.90%,SD,SD,SD,SD,SD,0,0,0
OK,Pittsburg,3132,258,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Pontotoc,3059,285,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Pottawatomie,5228,502,14,2.80%,SD,SD,9,SD,SD,0,0,0
OK,Pushmataha,740,66,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Roger Mills,259,14,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Rogers,6550,713,SD,SD,SD,SD,SD,0,SD,SD,0,SD
OK,Seminole,1874,150,SD,SD,SD,SD,0,0,0,SD,0,0
OK,Sequoyah,3235,360,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Stephens,3088,177,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Texas,2036,184,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Tillman,479,57,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Tulsa,54814,5249,41,0.80%,11,0.20%,30,SD,SD,SD,SD,0
OK,Wagoner,5817,600,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Washington,3974,379,SD,SD,SD,SD,SD,0,0,0,0,SD
OK,Washita,810,69,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Woods,614,22,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Woodward,1571,88,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Unknown,0,10495,76,0.70%,20,0.20%,56,12,SD,SD,SD,0
RI ,Bristol,2363,857,SD,SD,SD,SD,SD,0,SD,0,0,0
RI ,Kent,9516,2343,26,1.10%,7,0.30%,19,6,SD,0,0,0
RI ,Newport,4177,1056,20,1.90%,SD,SD,18,SD,0,0,0,0
RI ,Providence,43235,12728,438,3.40%,114,0.90%,324,71,28,SD,10,SD
RI ,Washington,5589,1214,12,1.00%,SD,SD,10,SD,SD,0,0,0
RI ,Unknown,0,738,15,2.00%,7,0.90%,8,SD,0,0,SD,SD
SC,Abbeville,1419,216,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Aiken,11669,1187,16,1.30%,8,0.70%,8,SD,SD,0,SD,0
SC,Allendale,492,21,0,0.00%,0,0.00%,0,0,0,0,0,0
SC,Anderson,14213,1578,15,1.00%,SD,SD,12,SD,SD,0,SD,0
SC,Bamberg,773,101,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Barnwell,1482,78,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Beaufort,11359,1021,SD,SD,SD,SD,SD,0,SD,0,0,0
SC,Berkeley,18016,2289,7,0.30%,SD,SD,SD,SD,SD,0,0,0
SC,Calhoun,809,148,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Charleston,28324,4210,32,0.80%,9,0.20%,23,SD,SD,SD,SD,0
SC,Cherokee,4060,450,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Chester,2318,242,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Chesterfield,3075,344,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Clarendon,1808,463,8,1.70%,SD,SD,SD,0,SD,SD,SD,0
SC,Colleton,2832,342,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Darlington,4646,567,9,1.60%,SD,SD,6,SD,0,0,SD,0
SC,Dillon,2389,170,SD,SD,SD,SD,SD,SD,SD,0,0,0
SC,Dorchester,11847,1550,SD,SD,SD,SD,SD,0,SD,0,0,0
SC,Edgefield,1276,160,SD,SD,SD,SD,SD,0,0,SD,0,0
SC,Fairfield,1191,157,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Florence,9862,1111,26,2.30%,SD,SD,21,SD,0,0,0,0
SC,Georgetown,3226,404,0,0.00%,0,0.00%,0,0,0,0,0,0
SC,Greenville,39195,6139,23,0.40%,6,0.10%,17,SD,SD,0,0,0
SC,Greenwood,5175,972,17,1.70%,SD,SD,13,SD,0,SD,0,0
SC,Hampton,1224,133,0,0.00%,0,0.00%,0,0,0,0,0,0
SC,Horry,19292,2244,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Jasper,2119,248,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Kershaw,4641,563,SD,SD,SD,SD,SD,SD,0,0,SD,0
SC,Lancaster,6854,696,6,0.90%,SD,SD,SD,SD,0,0,0,0
SC,Laurens,4815,772,16,2.10%,SD,SD,13,SD,SD,0,0,0
SC,Lee,969,143,SD,SD,SD,SD,0,SD,0,0,0,SD
SC,Lexington,20735,3067,20,0.70%,9,0.30%,11,8,0,0,SD,0
SC,McCormick,283,52,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Marion,2049,277,7,2.50%,SD,SD,SD,SD,SD,0,0,0
SC,Marlboro,1630,321,12,3.70%,6,1.90%,6,SD,0,SD,SD,0
SC,Newberry,2588,540,7,1.30%,SD,SD,SD,SD,0,0,0,0
SC,Oconee,4592,261,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Orangeburg,5697,908,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Pickens,7541,1214,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Richland,28861,4267,16,0.40%,6,0.10%,10,6,0,0,0,0
SC,Saluda,1412,341,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Spartanburg,24109,3332,17,0.50%,6,0.20%,11,SD,SD,SD,SD,0
SC,Sumter,8540,1191,19,1.60%,7,0.60%,12,SD,SD,0,0,0
SC,Union,1797,273,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Williamsburg,1791,264,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,York,20188,2317,6,0.30%,0,0.00%,6,0,0,0,0,0
SC,Unknown,0,547,8,1.50%,SD,SD,SD,SD,SD,0,SD,0
WV,Barbour,975,95,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Berkeley,9068,500,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Boone,1241,87,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Braxton,747,62,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Brooke,1190,40,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Cabell,5908,95,7,7.40%,SD,SD,6,0,0,0,SD,0
WV,Calhoun,361,36,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Clay,531,35,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Doddridge,364,45,SD,SD,0,0.00%,SD,0,0,0,0,0
